store_id,region,store_size,week,period,campaign_active,weekly_revenue_k
93,East,Medium,7,Pre,0,24.42
93,East,Medium,8,Pre,0,24.97
93,East,Medium,9,Post,1,27.77
93,East,Medium,10,Post,1,29.75
93,East,Medium,11,Post,1,31.43
93,East,Medium,12,Post,1,31.56
93,East,Medium,13,Post,1,29.79
93,East,Medium,14,Post,1,25.78
93,East,Medium,15,Post,1,36.82
93,East,Medium,16,Post,1,27.26
94,East,Small,1,Pre,0,15.38
94,East,Small,2,Pre,0,15.56
94,East,Small,3,Pre,0,15.57
94,East,Small,4,Pre,0,13.32
94,East,Small,5,Pre,0,13.68
94,East,Small,6,Pre,0,14.95
94,East,Small,7,Pre,0,14.27
94,East,Small,8,Pre,0,7.82
94,East,Small,9,Post,1,13.17
94,East,Small,10,Post,1,24.4
94,East,Small,11,Post,1,15.4
94,East,Small,12,Post,1,18.29
94,East,Small,13,Post,1,18.04
94,East,Small,14,Post,1,15.13
94,East,Small,15,Post,1,13.81
94,East,Small,16,Post,1,13.93
95,East,Medium,1,Pre,0,25.92
95,East,Medium,2,Pre,0,29.48
95,East,Medium,3,Pre,0,29.32
95,East,Medium,4,Pre,0,23.26
95,East,Medium,5,Pre,0,26.9
95,East,Medium,6,Pre,0,24.76
95,East,Medium,7,Pre,0,23.22
95,East,Medium,8,Pre,0,26.14
95,East,Medium,9,Post,1,36.37
95,East,Medium,10,Post,1,26.61
95,East,Medium,11,Post,1,32.13
95,East,Medium,12,Post,1,28.01
95,East,Medium,13,Post,1,32.93
95,East,Medium,14,Post,1,27.98
95,East,Medium,15,Post,1,23.21
95,East,Medium,16,Post,1,30.87
96,South,Small,1,Pre,0,17.93
96,South,Small,2,Pre,0,21.01
96,South,Small,3,Pre,0,18.18
96,South,Small,4,Pre,0,21.49
96,South,Small,5,Pre,0,18.27
96,South,Small,6,Pre,0,19.63
96,South,Small,7,Pre,0,17.98
96,South,Small,8,Pre,0,22.6
96,South,Small,9,Post,1,22.95
96,South,Small,10,Post,1,18.56
96,South,Small,11,Post,1,22.07
96,South,Small,12,Post,1,22.6
96,South,Small,13,Post,1,27.12
96,South,Small,14,Post,1,27.83
96,South,Small,15,Post,1,24.11
96,South,Small,16,Post,1,25.94
97,South,Small,1,Pre,0,19.54
97,South,Small,2,Pre,0,17.6
97,South,Small,3,Pre,0,20.72
97,South,Small,4,Pre,0,19.05
97,South,Small,5,Pre,0,21.11
97,South,Small,6,Pre,0,24.75
97,South,Small,7,Pre,0,20.01
97,South,Small,8,Pre,0,21.17
97,South,Small,9,Post,1,25.53
97,South,Small,10,Post,1,18.69
97,South,Small,11,Post,1,26.7
97,South,Small,12,Post,1,17.24
97,South,Small,13,Post,1,22.05
97,South,Small,14,Post,1,19.91
97,South,Small,15,Post,1,21.17
97,South,Small,16,Post,1,22.95
98,South,Medium,1,Pre,0,33.65
98,South,Medium,2,Pre,0,28.64
98,South,Medium,3,Pre,0,31.26
98,South,Medium,4,Pre,0,31.81
98,South,Medium,5,Pre,0,33.5
98,South,Medium,6,Pre,0,33.7
98,South,Medium,7,Pre,0,29.77
98,South,Medium,8,Pre,0,32.05
98,South,Medium,9,Post,1,39.65
98,South,Medium,10,Post,1,38.08
98,South,Medium,11,Post,1,39.07
98,South,Medium,12,Post,1,33.11
98,South,Medium,13,Post,1,38.66
98,South,Medium,14,Post,1,33.15
98,South,Medium,15,Post,1,36.68
98,South,Medium,16,Post,1,36.13
99,North,Medium,1,Pre,0,36.1
99,North,Medium,2,Pre,0,33.63
99,North,Medium,3,Pre,0,35.74
99,North,Medium,4,Pre,0,30.21
99,North,Medium,5,Pre,0,34.21
99,North,Medium,6,Pre,0,38.17
99,North,Medium,7,Pre,0,32.49
99,North,Medium,8,Pre,0,30.73
99,North,Medium,9,Post,1,32.47
99,North,Medium,10,Post,1,34.32
99,North,Medium,11,Post,1,34.66
99,North,Medium,12,Post,1,34.84
99,North,Medium,13,Post,1,39.55
99,North,Medium,14,Post,1,35.69
99,North,Medium,15,Post,1,34.27
99,North,Medium,16,Post,1,37.85
100,North,Large,1,Pre,0,40.37
100,North,Large,2,Pre,0,41.15
100,North,Large,3,Pre,0,45.33
100,North,Large,4,Pre,0,41.0
100,North,Large,5,Pre,0,44.96
100,North,Large,6,Pre,0,39.83
100,North,Large,7,Pre,0,46.03
100,North,Large,8,Pre,0,40.21
100,North,Large,9,Post,1,50.57
100,North,Large,10,Post,1,48.95
100,North,Large,11,Post,1,46.96
100,North,Large,12,Post,1,41.45
100,North,Large,13,Post,1,44.2
100,North,Large,14,Post,1,47.54
100,North,Large,15,Post,1,48.13
100,North,Large,16,Post,1,49.81
101,North,Medium,1,Pre,0,29.89
101,North,Medium,2,Pre,0,30.32
101,North,Medium,3,Pre,0,24.71
101,North,Medium,4,Pre,0,31.12
101,North,Medium,5,Pre,0,30.72
101,North,Medium,6,Pre,0,26.16
101,North,Medium,7,Pre,0,28.32
101,North,Medium,8,Pre,0,28.9
101,North,Medium,9,Post,1,32.98
101,North,Medium,10,Post,1,36.95
101,North,Medium,11,Post,1,32.37
101,North,Medium,12,Post,1,34.88
101,North,Medium,13,Post,1,39.15
101,North,Medium,14,Post,1,34.13
101,North,Medium,15,Post,1,33.86
101,North,Medium,16,Post,1,31.25
102,East,Medium,1,Pre,0,30.4
102,East,Medium,2,Pre,0,36.98
102,East,Medium,3,Pre,0,34.09
102,East,Medium,4,Pre,0,28.77
102,East,Medium,5,Pre,0,33.72
102,East,Medium,6,Pre,0,26.81
102,East,Medium,7,Pre,0,34.44
102,East,Medium,8,Pre,0,35.17
102,East,Medium,9,Post,1,35.53
102,East,Medium,10,Post,1,36.82
102,East,Medium,11,Post,1,38.77
102,East,Medium,12,Post,1,38.26
102,East,Medium,13,Post,1,40.86
102,East,Medium,14,Post,1,33.64
102,East,Medium,15,Post,1,42.09
102,East,Medium,16,Post,1,34.1
103,South,Small,1,Pre,0,22.47
103,South,Small,2,Pre,0,23.02
103,South,Small,3,Pre,0,24.92
103,South,Small,4,Pre,0,28.31
103,South,Small,5,Pre,0,26.35
103,South,Small,6,Pre,0,25.12
103,South,Small,7,Pre,0,25.26
103,South,Small,8,Pre,0,24.08
103,South,Small,9,Post,1,19.35
103,South,Small,10,Post,1,26.08
103,South,Small,11,Post,1,25.46
103,South,Small,12,Post,1,30.43
103,South,Small,13,Post,1,26.34
103,South,Small,14,Post,1,25.37
103,South,Small,15,Post,1,25.77
103,South,Small,16,Post,1,21.69
104,South,Medium,1,Pre,0,31.63
104,South,Medium,2,Pre,0,27.62
104,South,Medium,3,Pre,0,32.38
104,South,Medium,4,Pre,0,28.1
104,South,Medium,5,Pre,0,30.58
104,South,Medium,6,Pre,0,32.17
104,South,Medium,7,Pre,0,29.77
104,South,Medium,8,Pre,0,31.14
104,South,Medium,9,Post,1,31.9
104,South,Medium,10,Post,1,30.73
104,South,Medium,11,Post,1,28.52
104,South,Medium,12,Post,1,31.68
104,South,Medium,13,Post,1,32.08
104,South,Medium,14,Post,1,34.34
104,South,Medium,15,Post,1,32.3
104,South,Medium,16,Post,1,28.71
105,West,Small,1,Pre,0,15.55
105,West,Small,2,Pre,0,14.38
105,West,Small,3,Pre,0,12.91
105,West,Small,4,Pre,0,15.26
105,West,Small,5,Pre,0,17.05
105,West,Small,6,Pre,0,18.2
105,West,Small,7,Pre,0,14.98
105,West,Small,8,Pre,0,15.38
105,West,Small,9,Post,1,17.14
105,West,Small,10,Post,1,18.93
105,West,Small,11,Post,1,15.19
105,West,Small,12,Post,1,19.21
105,West,Small,13,Post,1,22.55
105,West,Small,14,Post,1,16.87
105,West,Small,15,Post,1,15.98
105,West,Small,16,Post,1,19.9
106,North,Small,1,Pre,0,16.02
106,North,Small,2,Pre,0,14.57
106,North,Small,3,Pre,0,21.22
106,North,Small,4,Pre,0,15.45
106,North,Small,5,Pre,0,21.48
106,North,Small,6,Pre,0,18.63
106,North,Small,7,Pre,0,17.7
106,North,Small,8,Pre,0,17.38
106,North,Small,9,Post,1,13.23
106,North,Small,10,Post,1,20.18
106,North,Small,11,Post,1,14.16
106,North,Small,12,Post,1,22.86
106,North,Small,13,Post,1,19.47
106,North,Small,14,Post,1,18.27
106,North,Small,15,Post,1,13.52
106,North,Small,16,Post,1,19.26
107,South,Large,1,Pre,0,40.43
107,South,Large,2,Pre,0,46.6
107,South,Large,3,Pre,0,45.82
107,South,Large,4,Pre,0,47.48
107,South,Large,5,Pre,0,40.82
107,South,Large,6,Pre,0,42.1
107,South,Large,7,Pre,0,37.02
107,South,Large,8,Pre,0,45.41
107,South,Large,9,Post,1,44.98
107,South,Large,10,Post,1,42.8
107,South,Large,11,Post,1,43.06
107,South,Large,12,Post,1,43.59
107,South,Large,13,Post,1,43.68
107,South,Large,14,Post,1,49.44
107,South,Large,15,Post,1,43.14
107,South,Large,16,Post,1,48.8
108,East,Medium,1,Pre,0,27.09
108,East,Medium,2,Pre,0,29.94
108,East,Medium,3,Pre,0,25.5
108,East,Medium,4,Pre,0,30.49
108,East,Medium,5,Pre,0,29.73
108,East,Medium,6,Pre,0,27.72
108,East,Medium,7,Pre,0,26.23
108,East,Medium,8,Pre,0,26.1
108,East,Medium,9,Post,1,35.87
108,East,Medium,10,Post,1,32.3
108,East,Medium,11,Post,1,27.64
108,East,Medium,12,Post,1,29.2
108,East,Medium,13,Post,1,28.79
108,East,Medium,14,Post,1,31.61
108,East,Medium,15,Post,1,23.16
108,East,Medium,16,Post,1,32.34
109,North,Large,1,Pre,0,32.36
109,North,Large,2,Pre,0,32.28
109,North,Large,3,Pre,0,37.64
109,North,Large,4,Pre,0,32.68
109,North,Large,5,Pre,0,34.83
109,North,Large,6,Pre,0,34.15
109,North,Large,7,Pre,0,27.79
109,North,Large,8,Pre,0,35.91
109,North,Large,9,Post,1,39.94
109,North,Large,10,Post,1,37.13
109,North,Large,11,Post,1,39.52
109,North,Large,12,Post,1,38.47
109,North,Large,13,Post,1,36.15
109,North,Large,14,Post,1,34.4
109,North,Large,15,Post,1,37.99
109,North,Large,16,Post,1,35.64
110,North,Medium,1,Pre,0,30.27
110,North,Medium,2,Pre,0,32.78
110,North,Medium,3,Pre,0,29.72
110,North,Medium,4,Pre,0,33.89
110,North,Medium,5,Pre,0,33.69
110,North,Medium,6,Pre,0,36.95
110,North,Medium,7,Pre,0,31.28
110,North,Medium,8,Pre,0,33.64
110,North,Medium,9,Post,1,38.72
110,North,Medium,10,Post,1,36.19
110,North,Medium,11,Post,1,34.56
110,North,Medium,12,Post,1,35.79
110,North,Medium,13,Post,1,35.43
110,North,Medium,14,Post,1,39.62
110,North,Medium,15,Post,1,34.74
110,North,Medium,16,Post,1,36.58
111,South,Large,1,Pre,0,48.75
111,South,Large,2,Pre,0,42.94
111,South,Large,3,Pre,0,43.99
111,South,Large,4,Pre,0,40.04
111,South,Large,5,Pre,0,43.53
111,South,Large,6,Pre,0,47.42
111,South,Large,7,Pre,0,43.32
111,South,Large,8,Pre,0,46.42
111,South,Large,9,Post,1,49.81
111,South,Large,10,Post,1,47.99
111,South,Large,11,Post,1,45.02
111,South,Large,12,Post,1,50.55
111,South,Large,13,Post,1,51.37
111,South,Large,14,Post,1,48.3
111,South,Large,15,Post,1,53.84
111,South,Large,16,Post,1,52.02
112,North,Medium,1,Pre,0,22.37
112,North,Medium,2,Pre,0,22.98
112,North,Medium,3,Pre,0,23.2
112,North,Medium,4,Pre,0,21.72
112,North,Medium,5,Pre,0,28.11
112,North,Medium,6,Pre,0,23.96
112,North,Medium,7,Pre,0,25.67
112,North,Medium,8,Pre,0,23.08
112,North,Medium,9,Post,1,26.45
112,North,Medium,10,Post,1,25.39
112,North,Medium,11,Post,1,31.8
112,North,Medium,12,Post,1,29.27
112,North,Medium,13,Post,1,27.03
112,North,Medium,14,Post,1,29.09
112,North,Medium,15,Post,1,31.76
112,North,Medium,16,Post,1,29.57
113,West,Medium,1,Pre,0,20.35
113,West,Medium,2,Pre,0,22.69
113,West,Medium,3,Pre,0,23.3
113,West,Medium,4,Pre,0,19.87
113,West,Medium,5,Pre,0,29.79
113,West,Medium,6,Pre,0,27.28
113,West,Medium,7,Pre,0,24.72
113,West,Medium,8,Pre,0,23.24
113,West,Medium,9,Post,1,23.32
113,West,Medium,10,Post,1,27.05
113,West,Medium,11,Post,1,25.68
113,West,Medium,12,Post,1,20.71
113,West,Medium,13,Post,1,24.04
113,West,Medium,14,Post,1,30.06
113,West,Medium,15,Post,1,25.99
113,West,Medium,16,Post,1,27.41
114,West,Medium,1,Pre,0,26.32
114,West,Medium,2,Pre,0,30.3
114,West,Medium,3,Pre,0,22.98
114,West,Medium,4,Pre,0,22.67
114,West,Medium,5,Pre,0,24.95
114,West,Medium,6,Pre,0,29.49
114,West,Medium,7,Pre,0,22.33
114,West,Medium,8,Pre,0,18.66
114,West,Medium,9,Post,1,30.79
114,West,Medium,10,Post,1,29.93
114,West,Medium,11,Post,1,32.52
114,West,Medium,12,Post,1,26.46
114,West,Medium,13,Post,1,31.27
114,West,Medium,14,Post,1,29.27
114,West,Medium,15,Post,1,24.96
114,West,Medium,16,Post,1,27.58
115,East,Small,1,Pre,0,19.43
115,East,Small,2,Pre,0,17.22
115,East,Small,3,Pre,0,18.65
115,East,Small,4,Pre,0,15.48
115,East,Small,5,Pre,0,17.6
115,East,Small,6,Pre,0,19.89
115,East,Small,7,Pre,0,18.62
115,East,Small,8,Pre,0,16.53
115,East,Small,9,Post,1,22.25
115,East,Small,10,Post,1,20.76
115,East,Small,11,Post,1,20.76
115,East,Small,12,Post,1,17.57
115,East,Small,13,Post,1,18.32
115,East,Small,14,Post,1,23.89
115,East,Small,15,Post,1,17.39
115,East,Small,16,Post,1,16.86
116,West,Medium,1,Pre,0,27.7
116,West,Medium,2,Pre,0,25.88
116,West,Medium,3,Pre,0,26.55
116,West,Medium,4,Pre,0,25.33
116,West,Medium,5,Pre,0,22.57
116,West,Medium,6,Pre,0,27.71
116,West,Medium,7,Pre,0,31.73
116,West,Medium,8,Pre,0,26.86
116,West,Medium,9,Post,1,32.22
116,West,Medium,10,Post,1,33.26
116,West,Medium,11,Post,1,34.82
116,West,Medium,12,Post,1,34.22
116,West,Medium,13,Post,1,32.49
116,West,Medium,14,Post,1,29.6
116,West,Medium,15,Post,1,31.85
116,West,Medium,16,Post,1,24.52
117,West,Small,1,Pre,0,18.31
117,West,Small,2,Pre,0,17.28
117,West,Small,3,Pre,0,20.86
117,West,Small,4,Pre,0,11.98
117,West,Small,5,Pre,0,17.84
117,West,Small,6,Pre,0,12.35
117,West,Small,7,Pre,0,19.57
117,West,Small,8,Pre,0,17.18
117,West,Small,9,Post,1,17.33
117,West,Small,10,Post,1,23.69
117,West,Small,11,Post,1,19.58
117,West,Small,12,Post,1,17.96
117,West,Small,13,Post,1,24.89
117,West,Small,14,Post,1,18.48
117,West,Small,15,Post,1,16.06
117,West,Small,16,Post,1,21.19
118,North,Small,1,Pre,0,9.14
118,North,Small,2,Pre,0,11.6
118,North,Small,3,Pre,0,11.55
118,North,Small,4,Pre,0,9.0
118,North,Small,5,Pre,0,13.48
118,North,Small,6,Pre,0,13.09
118,North,Small,7,Pre,0,11.85
118,North,Small,8,Pre,0,10.27
118,North,Small,9,Post,1,20.08
118,North,Small,10,Post,1,11.9
118,North,Small,11,Post,1,13.78
118,North,Small,12,Post,1,16.09
118,North,Small,13,Post,1,15.59
118,North,Small,14,Post,1,13.13
118,North,Small,15,Post,1,13.98
118,North,Small,16,Post,1,16.3
119,West,Medium,1,Pre,0,29.36
119,West,Medium,2,Pre,0,30.79
119,West,Medium,3,Pre,0,25.26
119,West,Medium,4,Pre,0,29.45
119,West,Medium,5,Pre,0,27.37
119,West,Medium,6,Pre,0,30.49
119,West,Medium,7,Pre,0,22.17
119,West,Medium,8,Pre,0,27.85
119,West,Medium,9,Post,1,31.81
119,West,Medium,10,Post,1,29.91
119,West,Medium,11,Post,1,30.16
119,West,Medium,12,Post,1,32.61
119,West,Medium,13,Post,1,22.74
119,West,Medium,14,Post,1,27.97
119,West,Medium,15,Post,1,25.9
119,West,Medium,16,Post,1,35.18
120,East,Small,1,Pre,0,17.24
120,East,Small,2,Pre,0,20.22
120,East,Small,3,Pre,0,17.65
120,East,Small,4,Pre,0,16.99
120,East,Small,5,Pre,0,15.71
120,East,Small,6,Pre,0,14.03
120,East,Small,7,Pre,0,17.85
120,East,Small,8,Pre,0,19.38
120,East,Small,9,Post,1,19.46
120,East,Small,10,Post,1,21.31
120,East,Small,11,Post,1,21.33
120,East,Small,12,Post,1,17.43
120,East,Small,13,Post,1,17.58
120,East,Small,14,Post,1,23.35
120,East,Small,15,Post,1,23.38
120,East,Small,16,Post,1,18.49
